Nombre Entidad,NIT Entidad,Nivel,Orden,Municipio,Numero de Resolucion,Documento Contratista,Nombre Contratista,Numero de Contrato,Valor Sancion,Fecha de Publicacion,Fecha de Firmeza,Fecha de Cargue,Ruta de Proceso
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE MOSQUERA,800099111-7,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Mosquera,RESOLUCIÓN No. 095,35474133,SANCHEZ RODRIGUEZ LUZ MARINA,C.S-004 DE 2014,4311140,02/11/2015 12:00:00 AM,02/11/2015 12:00:00 AM,02/17/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181763
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE MOSQUERA,800099111-7,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Mosquera,RESOLUCIONES NÚMEROS  251 Y 260 DE 2014,900369420,717 S.A.S.,C.P.S-372,0,05/26/2014 12:00:00 AM,05/26/2014 12:00:00 AM,05/26/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618707
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SAN FRANCISCO,899999173,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,San Francisco,036-2018,9004151155,ENGINEER WORKING LTDA,121-2017,1029470,02/28/2018 12:00:00 AM,02/28/2018 12:00:00 AM,05/29/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187185
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SOACHA,800094755,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Soacha,RESOLUCIÓN 053-2014,9004613315,WINCKET INTERNACIONAL GROUP SAS,714-2014,28000000,05/02/2014 12:00:00 AM,05/02/2014 12:00:00 AM,05/02/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618606
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SOACHA,800094755,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Soacha,RESOLUCION 1087-2015,900519788,PREVENIDOS SOS SAS,628-2015,1150000,09/22/2015 12:00:00 AM,09/22/2015 12:00:00 AM,11/04/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182873
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SOACHA,800094755,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Soacha,RESOLUCION 1576,80797722,MIGUEL ANGEL VELASQUEZ GARAVITO,111-2014,1591143,12/29/2014 12:00:00 AM,12/29/2014 12:00:00 AM,11/05/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182874
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SOACHA,800094755,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Soacha,RESOLUCION 460-2014,53101998,ANDREA PAOLA GUTIERREZ MONROY,547-2014,1497800,05/19/2014 12:00:00 AM,05/19/2014 12:00:00 AM,05/23/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618690
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SOACHA,800094755,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Soacha,RESOLUCION 462-2014,53101998,ANDREA PAOLA GUTIERREZ MONROY,547-2014,1497800,05/19/2014 12:00:00 AM,05/19/2014 12:00:00 AM,05/23/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618691
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TOCANCIPÁ,800093439-1,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Tocancipá,RESOLUCION N 002 DEL 28 DE ABRIL DE 2021,901261995,CONSORCIO CARRERA CUARTA,367 DE 2019,1130541538,04/28/2021 12:00:00 AM,04/28/2021 12:00:00 AM,05/14/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810418
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TOCANCIPÁ,800093439-1,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Tocancipá,RESOLUCION N 003 DEL 12 DE MAYO DE 2021,901261995,CONSORCIO CARRERA CUARTA,367 DE 2019,788580047,05/12/2021 12:00:00 AM,05/12/2021 12:00:00 AM,05/14/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810419
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,418 de 29 de febrero de 2024,901064888,CONSORCIO AVENIDA BOYACA,IDU-928-2017,294104396,02/29/2024 12:00:00 AM,03/01/2024 12:00:00 AM,05/16/2024 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811558
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 63202,19229812,aLVARO NIÑO CORTeS,IDU-1333-2015,15701760,10/29/2015 12:00:00 AM,11/23/2015 12:00:00 AM,11/26/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182951
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE VERGARA,891800986-2,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Vergara,0166,21087649,DORA CECILIA ZAMORA ALDANA,MC 004,0,07/28/2014 12:00:00 AM,08/12/2014 12:00:00 AM,09/11/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181160
CUNDINAMARCA - E.S.E. CENTRO DE SALUD DE FOSCA,832007272,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Fosca,1000-2015-0184,8320072727,,,0,11/12/2015 12:00:00 AM,11/12/2015 12:00:00 AM,12/02/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182974
CUNDINAMARCA - E.S.E. CENTRO DE SALUD DE FOSCA,832007272,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Fosca,2016-036,8320072727,PLAN ANTICORRUPCION,0,0,03/30/2016 12:00:00 AM,03/30/2016 12:00:00 AM,04/01/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183309
CUNDINAMARCA - E.S.E. HOSPITAL DE GIRARDOT,900290890,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION No. 003 DE 2018,8050277431,DUMIAN MEDICAL S.A.S,CPS 013 DE 2015,16562320,01/11/2019 12:00:00 AM,01/11/2019 12:00:00 AM,01/16/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188016
CUNDINAMARCA - E.S.E. HOSPITAL DE GIRARDOT,900290890,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION No. 004 DE 2019,8050277431,DUMIAN MEDICAL S.A.S,CPS 013 DE 2015,8281160,01/11/2019 12:00:00 AM,01/11/2019 12:00:00 AM,01/16/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188017
CUNDINAMARCA - E.S.E. HOSPITAL DE GIRARDOT,900290890,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION No. 006 de 2018,8050277431,DUMIAN MEDICAL S.A.S,CPS 013 DE 2015,7812420,03/12/2018 12:00:00 AM,03/12/2018 12:00:00 AM,01/16/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188018
CUNDINAMARCA - E.S.E. HOSPITAL DE GIRARDOT,900290890,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION No. 009 DE 2018,8050277431,DUMIAN MEDICAL S.A.S,CPS 013 DE 2015,3906210,07/05/2018 12:00:00 AM,07/05/2018 12:00:00 AM,01/16/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188019
CUNDINAMARCA - E.S.E. HOSPITAL DE GIRARDOT,900290890,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION No. 014 DE 2018,8050277431,DUMIAN MEDICAL S.A.S,CPS 013 DE 2015,15624840,09/21/2018 12:00:00 AM,09/21/2018 12:00:00 AM,01/17/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188020
CUNDINAMARCA - E.S.E. HOSPITAL DE GIRARDOT,900290890,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION No. 018 DE 2018,8050277431,DUMIAN MEDICAL S.A.S,CPS 013 DE 2015,15624840,12/14/2018 12:00:00 AM,12/14/2018 12:00:00 AM,01/03/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187979
CUNDINAMARCA - E.S.E. HOSPITAL DE GIRARDOT,900290890,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION No. 019 DE 2018,8050277431,DUMIAN MEDICAL S.A.S,CPS 013 DE 2015,23437260,12/14/2018 12:00:00 AM,01/03/2019 12:00:00 AM,01/03/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187980
CUNDINAMARCA - E.S.E. SANATORIO AGUA DE DIOS,890680014,TERRITORIAL,NACIONAL DESCENTRALIZADO,Agua de Dios,300947069,355197661,MARTHA LUCIA VANEGAS GONZALEZ,300947069,1050,10/20/2016 12:00:00 AM,10/20/2016 12:00:00 AM,10/27/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184397
CUNDINAMARCA - E.S.E. SANATORIO AGUA DE DIOS,890680014,TERRITORIAL,NACIONAL DESCENTRALIZADO,Agua de Dios,300948132,51683266,LILIA EDITH LOPEZ ROJAS,300948132,0,10/18/2016 12:00:00 AM,10/18/2016 12:00:00 AM,10/27/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184398
CUNDINAMARCA - E.S.E. SANATORIO AGUA DE DIOS,890680014,TERRITORIAL,NACIONAL DESCENTRALIZADO,Agua de Dios,300948133,52858411,JENNY YAZMIN SANCHEZ MADRIGAL,300948133,0,10/18/2016 12:00:00 AM,10/18/2016 12:00:00 AM,10/27/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184399
CUNDINAMARCA - E.S.E. SANATORIO AGUA DE DIOS,890680014,TERRITORIAL,NACIONAL DESCENTRALIZADO,Agua de Dios,CONTRATO DE OBRA No 300949125,65759113,CONSORCIO AGUA DE DIOS 2016,300949125,48464870,09/28/2016 12:00:00 AM,09/28/2016 12:00:00 AM,10/14/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184359
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Chipaque,RESOLUCIÓN N° 167 DE 2018,900.280.445-9,INGENIERIA Y CONSULTORIA NACIONAL - INALCON S.AS.,EPC-PDA-C-212-2017,119000000,09/19/2018 12:00:00 AM,09/25/2018 12:00:00 AM,10/01/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187677
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,El Colegio,RESOLUCIÓN 062 DE 2019,9002804459,INGENIERIA Y CONSULTORIA NACIONAL INALCON S.A.S,EPC-PDA-C-470-2017,131800000,04/24/2019 12:00:00 AM,04/25/2019 12:00:00 AM,05/07/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188436
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,El Colegio,RESOLUCIÓN 164 DE 2018,900280445,INGENIERIA Y CONSULTORIA NACIONAL INALCON S.A.S.,EPC-PDA-C-470-2017,65920000,09/12/2018 12:00:00 AM,09/27/2018 12:00:00 AM,10/23/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187736
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,El Colegio,RESOLUCIÓN 164 DE 2018,900280445,INGENIERIA Y CONSULTORIA NACIONAL INALCON S.A.S.,EPC-PDA-C-470-2017,65920000,09/12/2018 12:00:00 AM,09/27/2018 12:00:00 AM,10/23/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187737
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Fosca,RESOLUCION 94,900803068,CONSORGIO RG&P CUNDINAMARCA,EPC-PDA-C-067-2015,11580674,07/25/2016 12:00:00 AM,08/19/2016 12:00:00 AM,12/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184785
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,RESOLUCION 256 DE 2019,900109122,GESTION INTEGRAL CONSULTORES S.A.S.,EPC-PDA-C-222-2019,12216540,11/01/2019 12:00:00 AM,11/05/2019 12:00:00 AM,11/06/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189018
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Granada,RESOLUCION 410 DE 2017,901007202,CONSORCIO ALTAVISTA,PDA-C-292-2015,19999792,08/04/2017 12:00:00 AM,08/14/2017 12:00:00 AM,10/11/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186175
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Granada,RESOLUCION 414 DE 2017,901007202,CONSORCIO ALTAVISTA,PDA-C-292-2015,9999896,08/11/2017 12:00:00 AM,08/14/2017 12:00:00 AM,10/11/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186176
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Mosquera,RESOLUCION 181 DE 2019,900920911,CONSORCIO AGUAS 2015,PDA-I-045-2016,5423847,06/27/2019 12:00:00 AM,06/28/2019 12:00:00 AM,09/09/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188821
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,San Francisco,RESOLUCION 283 DE 2019,901131688,CONSORCIO SAN FRANCISCO B,EPC-PDA-O-483-2017,11995360,12/06/2019 12:00:00 AM,12/09/2019 12:00:00 AM,12/30/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189243
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Silvania,RESOLUCION 77,900823920,CONSORCIO SAN NICOLAS,PDA-C-137-2015,23986480,06/22/2016 12:00:00 AM,08/15/2016 12:00:00 AM,12/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184784
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Tausa,RESOLUCION 64,900767632,CONSORCIO PLANES MAESTROS 2014,PDA-C-266-2014,26999401,05/25/2016 12:00:00 AM,06/27/2016 12:00:00 AM,12/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184783
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Tena,RESOLUCION 111,900788016,CONSORCIO RG&P TENA,PDA-C-300-2014,13997488,08/29/2016 12:00:00 AM,11/15/2016 12:00:00 AM,12/05/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184735
CUNDINAMARCA - EMPRESAS PÚBLICAS DE CUNDINAMARCA SA ESP,900222346,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Villagómez,RESOLUCION 93,900803068,CONSORCIO RG & P CUNDINAMARCA,EPC-PDA-C-066-2015,11596125,07/25/2016 12:00:00 AM,08/19/2016 12:00:00 AM,12/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184786
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL SALITRE LA CALERA,900008766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,La Calera,0010,9000233861,OFFICEDEPOT,019,0,02/24/2016 12:00:00 AM,12/27/2016 12:00:00 AM,12/31/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184849
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL SALITRE LA CALERA,900008766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,La Calera,008,8300379463,PANAMERICANA,008,0,01/22/2016 12:00:00 AM,12/31/2016 12:00:00 AM,12/29/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184843
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL SALITRE LA CALERA,900008766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,La Calera,009,112340528,JOSE LUIS VENEGAS,009,0,01/22/2016 12:00:00 AM,01/29/2016 12:00:00 AM,12/29/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184844
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SANTA INÉS - SILVANIA,890680045,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Silvania,001,890680045,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA INES,001,0,03/08/2017 12:00:00 AM,03/08/2017 12:00:00 AM,03/08/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185175
CUNDINAMARCA - INSTITUCIÓN EDUCATIVA MUNICIPAL INSTITUTO TÉCNICO INDUSTRIAL - FACATATIVÁ,800099708-3,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Facatativá,1,900377349,OCHO,200180022,1500000,03/14/2019 12:00:00 AM,06/26/2019 12:00:00 AM,08/15/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188801
CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,900258711,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Caqueza,431,8300319362,INVERSIONES GRANDES VIAS E INGENIERIA LTDA,SOP-V-147-2006,2062902000,09/22/2014 12:00:00 AM,09/22/2014 12:00:00 AM,02/24/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181809
CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,900258711,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Soacha,528,1014213655,YEIMY VANESSAORTIZ ESPINOZA,SOP-V-747 DE 2007,11999705,10/31/2014 12:00:00 AM,10/31/2014 12:00:00 AM,02/24/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181811
CUNDINAMARCA - INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO DE GIRARDOT,890680035,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Agua de Dios,005-2016,8906800353,INSTITUTO MUNICIPAL,05,0,01/27/2016 12:00:00 AM,01/27/2016 12:00:00 AM,01/28/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183081
CUNDINAMARCA - INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO DE GIRARDOT,890680035,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,005-2016,8906800353,INSTITUTO MUNICIPAL,RESOLUCION NO 005-2016,5000000,01/27/2016 12:00:00 AM,01/27/2016 12:00:00 AM,01/28/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183082
CUNDINAMARCA - INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO DE GIRARDOT,890680035,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,005-2016,8906800353,INSTITUTO MUNICIPAL,RESOLUCION NO 005-2016,5000000,01/27/2016 12:00:00 AM,01/27/2016 12:00:00 AM,01/28/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183083
CUNDINAMARCA - INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO DE GIRARDOT,890680035,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Girardot,009-2017,8906800353,INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO D,RESOLUCION NO 009,0,01/27/2017 12:00:00 AM,01/27/2017 12:00:00 AM,01/31/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184957
CUNDINAMARCA - PERSONERÍA MUNICIPIO DE CAJICA,899999465-0,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Cajicá,resolución 021 de  2021,1070014630,LAURA CATALINA GALVIS CARO,015-2021,680000,07/29/2021 12:00:00 AM,07/30/2021 12:00:00 AM,08/20/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810580
CUNDINAMARCA - UNIDAD ADMINISTRATIVA ESPECIAL DE PENSIONES,900594384,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Bogotá D.C.,RESOLUCIÓN 483 DE 2016,11.224.729,DONALDO MALAVER CORREA,008 DE 2016,236500,05/17/2016 12:00:00 AM,05/17/2016 12:00:00 AM,07/12/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183798
CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,890399002,NACIONAL,NACIONAL DESCENTRALIZADO,Buenaventura,062,8903990453,"DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVER",062,0,06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188616
CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,890399002,NACIONAL,NACIONAL DESCENTRALIZADO,Buenaventura,062,8903990453,"DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVER",062,0,06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188618
CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,890399002,NACIONAL,NACIONAL DESCENTRALIZADO,Buenaventura,062,8903990453,"DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVER",062,0,06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188619
CVS - CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,Canalete,2-3487,900841894-0,CONSORCIO AMBIENTAL,CONTRATO DE CONSULTORIA 011-2015,22801058,07/04/2017 12:00:00 AM,05/21/2018 12:00:00 AM,05/22/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187176
Z ENTIDAD DE PRUEBA,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,2522,4154514,CRISTIN KF,12345,0,06/06/2024 12:00:00 AM,06/07/2024 12:00:00 AM,06/06/2024 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811582
CVS - CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,Lorica,2-4348,9009067778-5,CONSORCIO COLECTORES LORICA,LICITACION PUBLICA N° 002 DE 2015 CTO 038-2015,248321674,02/14/2018 12:00:00 AM,08/08/2018 12:00:00 AM,09/05/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187556
CVS - CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,Lorica,2-4969,9009067778-5,CONSORCIO COLECTORES LORICA,LICITACION PUBLICA N° 002 DE 2015 CTO 038-2015,74496495,02/14/2018 12:00:00 AM,08/08/2018 12:00:00 AM,09/05/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187557
CVS - CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,Montería,2 - 1526,9001880485,CONSORCIO MICROCUENCAS DE CORDOBA,CTO 086/2007,37882723,10/30/2015 12:00:00 AM,10/26/2016 12:00:00 AM,11/04/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184460
